Plot,X,Y
FAR,1.47493,0.000208701
FRR,1.47493,0.941462
DET,0.000215516,0.940249
FAR,1.47154,0.000215516
FRR,1.47154,0.940249
DET,0.000223182,0.939642
FAR,1.46702,0.000223182
FRR,1.46702,0.939642
DET,0.000233404,0.938732
FAR,1.45686,0.000233404
FRR,1.45686,0.938732
DET,0.000241071,0.938126
FAR,1.45121,0.000241071
FRR,1.45121,0.938126
DET,0.000249589,0.937519
FAR,1.44782,0.000249589
FRR,1.44782,0.937519
DET,0.000289626,0.936306
FAR,1.42862,0.000289626
FRR,1.42862,0.936306
DET,0.000293885,0.935699
FAR,1.42636,0.000293885
FRR,1.42636,0.935699
DET,0.000296441,0.934789
FAR,1.4241,0.000296441
FRR,1.4241,0.934789
DET,0.000301552,0.933576
FAR,1.41958,0.000301552
FRR,1.41958,0.933576
DET,0.00031007,0.932969
FAR,1.41619,0.00031007
FRR,1.41619,0.932969
DET,0.0003237,0.932059
FAR,1.41054,0.0003237
FRR,1.41054,0.932059
DET,0.000335625,0.931453
FAR,1.4049,0.000335625
FRR,1.4049,0.931453
DET,0.00034244,0.930846
FAR,1.40264,0.00034244
FRR,1.40264,0.930846
DET,0.00035181,0.929936
FAR,1.39925,0.00035181
FRR,1.39925,0.929936
DET,0.000370551,0.92933
FAR,1.39586,0.000370551
FRR,1.39586,0.92933
DET,0.000396958,0.928116
FAR,1.38569,0.000396958
FRR,1.38569,0.928116
DET,0.000402921,0.92751
FAR,1.3823,0.000402921
FRR,1.3823,0.92751
DET,0.000410587,0.9266
FAR,1.38004,0.000410587
FRR,1.38004,0.9266
DET,0.000418254,0.92569
FAR,1.37666,0.000418254
FRR,1.37666,0.92569
DET,0.000423365,0.924477
FAR,1.3744,0.000423365
FRR,1.3744,0.924477
DET,0.000446365,0.922354
FAR,1.36875,0.000446365
FRR,1.36875,0.922354
DET,0.000448068,0.921747
FAR,1.36649,0.000448068
FRR,1.36649,0.921747
DET,0.000455735,0.920837
FAR,1.36423,0.000455735
FRR,1.36423,0.920837
DET,0.000459142,0.920231
FAR,1.36197,0.000459142
FRR,1.36197,0.920231
DET,0.000472772,0.919321
FAR,1.35519,0.000472772
FRR,1.35519,0.919321
DET,0.00048129,0.918107
FAR,1.35294,0.00048129
FRR,1.35294,0.918107
DET,0.000487253,0.917197
FAR,1.35068,0.000487253
FRR,1.35068,0.917197
DET,0.000502586,0.915984
FAR,1.34503,0.000502586
FRR,1.34503,0.915984
DET,0.00051366,0.915074
FAR,1.34277,0.00051366
FRR,1.34277,0.915074
DET,0.000528141,0.913861
FAR,1.33825,0.000528141
FRR,1.33825,0.913861
DET,0.0005554,0.912648
FAR,1.32921,0.0005554
FRR,1.32921,0.912648
DET,0.000568178,0.912041
FAR,1.32583,0.000568178
FRR,1.32583,0.912041
DET,0.0006014,0.911131
FAR,1.31679,0.0006014
FRR,1.31679,0.911131
DET,0.000609066,0.910221
FAR,1.31453,0.000609066
FRR,1.31453,0.910221
DET,0.000625251,0.908705
FAR,1.31114,0.000625251
FRR,1.31114,0.908705
DET,0.000627807,0.908098
FAR,1.30888,0.000627807
FRR,1.30888,0.908098
DET,0.000638881,0.906885
FAR,1.30549,0.000638881
FRR,1.30549,0.906885
DET,0.000647399,0.905975
FAR,1.30323,0.000647399
FRR,1.30323,0.905975
DET,0.000680621,0.904459
FAR,1.29759,0.000680621
FRR,1.29759,0.904459
DET,0.000701065,0.902639
FAR,1.29307,0.000701065
FRR,1.29307,0.902639
DET,0.00071725,0.901729
FAR,1.29081,0.00071725
FRR,1.29081,0.901729
DET,0.00072662,0.900819
FAR,1.28855,0.00072662
FRR,1.28855,0.900819
DET,0.000737694,0.899302
FAR,1.28629,0.000737694
FRR,1.28629,0.899302
DET,0.000756435,0.897786
FAR,1.2829,0.000756435
FRR,1.2829,0.897786
DET,0.00077262,0.896269
FAR,1.27951,0.00077262
FRR,1.27951,0.896269
DET,0.000785397,0.895359
FAR,1.27725,0.000785397
FRR,1.27725,0.895359
DET,0.000804138,0.894449
FAR,1.27387,0.000804138
FRR,1.27387,0.894449
DET,0.000817767,0.892023
FAR,1.27161,0.000817767
FRR,1.27161,0.892023
DET,0.000848434,0.88899
FAR,1.26709,0.000848434
FRR,1.26709,0.88899
DET,0.000856952,0.887777
FAR,1.26483,0.000856952
FRR,1.26483,0.887777
DET,0.000874841,0.886867
FAR,1.26144,0.000874841
FRR,1.26144,0.886867
DET,0.000886766,0.88535
FAR,1.25918,0.000886766
FRR,1.25918,0.88535
DET,0.000916581,0.884137
FAR,1.25579,0.000916581
FRR,1.25579,0.884137
DET,0.000945544,0.883227
FAR,1.25015,0.000945544
FRR,1.25015,0.883227
DET,0.000959173,0.882317
FAR,1.24789,0.000959173
FRR,1.24789,0.882317
DET,0.000971951,0.881407
FAR,1.24563,0.000971951
FRR,1.24563,0.881407
DET,0.000986432,0.880801
FAR,1.24337,0.000986432
FRR,1.24337,0.880801
DET,0.00100091,0.879891
FAR,1.24111,0.00100091
FRR,1.24111,0.879891
DET,0.00101795,0.878071
FAR,1.23772,0.00101795
FRR,1.23772,0.878071
DET,0.00104265,0.877464
FAR,1.23433,0.00104265
FRR,1.23433,0.877464
DET,0.00106395,0.876251
FAR,1.23094,0.00106395
FRR,1.23094,0.876251
DET,0.00108269,0.874735
FAR,1.22868,0.00108269
FRR,1.22868,0.874735
DET,0.00109802,0.873521
FAR,1.22642,0.00109802
FRR,1.22642,0.873521
DET,0.00114743,0.872308
FAR,1.22078,0.00114743
FRR,1.22078,0.872308
DET,0.00116447,0.870792
FAR,1.21852,0.00116447
FRR,1.21852,0.870792
DET,0.0011798,0.868668
FAR,1.21626,0.0011798
FRR,1.21626,0.868668
DET,0.0012045,0.867759
FAR,1.21174,0.0012045
FRR,1.21174,0.867759
DET,0.00122154,0.866242
FAR,1.20948,0.00122154
FRR,1.20948,0.866242
DET,0.00126413,0.864726
FAR,1.20383,0.00126413
FRR,1.20383,0.864726
DET,0.00128543,0.863816
FAR,1.20044,0.00128543
FRR,1.20044,0.863816
DET,0.00129991,0.862602
FAR,1.19819,0.00129991
FRR,1.19819,0.862602
DET,0.00133569,0.861389
FAR,1.1948,0.00133569
FRR,1.1948,0.861389
DET,0.00136295,0.860176
FAR,1.19141,0.00136295
FRR,1.19141,0.860176
DET,0.00139787,0.859266
FAR,1.18802,0.00139787
FRR,1.18802,0.859266
DET,0.00142769,0.858659
FAR,1.18463,0.00142769
FRR,1.18463,0.858659
DET,0.00144131,0.85684
FAR,1.18237,0.00144131
FRR,1.18237,0.85684
DET,0.00147624,0.856233
FAR,1.17898,0.00147624
FRR,1.17898,0.856233
DET,0.00151202,0.855323
FAR,1.17559,0.00151202
FRR,1.17559,0.855323
DET,0.00153928,0.854716
FAR,1.17221,0.00153928
FRR,1.17221,0.854716
DET,0.00156909,0.853806
FAR,1.16882,0.00156909
FRR,1.16882,0.853806
DET,0.00161679,0.852897
FAR,1.16317,0.00161679
FRR,1.16317,0.852897
DET,0.00167557,0.85229
FAR,1.15752,0.00167557
FRR,1.15752,0.85229
DET,0.00172413,0.850773
FAR,1.153,0.00172413
FRR,1.153,0.850773
DET,0.00175479,0.84956
FAR,1.15074,0.00175479
FRR,1.15074,0.84956
DET,0.00178205,0.848954
FAR,1.14848,0.00178205
FRR,1.14848,0.848954
DET,0.00182635,0.84774
FAR,1.14397,0.00182635
FRR,1.14397,0.84774
DET,0.0018519,0.846527
FAR,1.14171,0.0018519
FRR,1.14171,0.846527
DET,0.00192516,0.844707
FAR,1.13606,0.00192516
FRR,1.13606,0.844707
DET,0.00200438,0.844101
FAR,1.13041,0.00200438
FRR,1.13041,0.844101
DET,0.0020376,0.843191
FAR,1.12702,0.0020376
FRR,1.12702,0.843191
DET,0.00206316,0.842281
FAR,1.12476,0.00206316
FRR,1.12476,0.842281
DET,0.00210064,0.841371
FAR,1.12137,0.00210064
FRR,1.12137,0.841371
DET,0.00214919,0.839248
FAR,1.11799,0.00214919
FRR,1.11799,0.839248
DET,0.00220797,0.838338
FAR,1.11347,0.00220797
FRR,1.11347,0.838338
DET,0.00223268,0.837731
FAR,1.11121,0.00223268
FRR,1.11121,0.837731
DET,0.00229656,0.836215
FAR,1.10669,0.00229656
FRR,1.10669,0.836215
DET,0.00234086,0.834395
FAR,1.1033,0.00234086
FRR,1.1033,0.834395
DET,0.00237153,0.833182
FAR,1.10104,0.00237153
FRR,1.10104,0.833182
DET,0.0024039,0.832272
FAR,1.09878,0.0024039
FRR,1.09878,0.832272
DET,0.00246608,0.831362
FAR,1.09427,0.00246608
FRR,1.09427,0.831362
DET,0.00249419,0.829542
FAR,1.09201,0.00249419
FRR,1.09201,0.829542
DET,0.00254786,0.827419
FAR,1.08862,0.00254786
FRR,1.08862,0.827419
DET,0.00257852,0.825902
FAR,1.08636,0.00257852
FRR,1.08636,0.825902
DET,0.00260919,0.825296
FAR,1.0841,0.00260919
FRR,1.0841,0.825296
DET,0.00263986,0.824689
FAR,1.08184,0.00263986
FRR,1.08184,0.824689
DET,0.00268245,0.823173
FAR,1.07958,0.00268245
FRR,1.07958,0.823173
DET,0.00275656,0.821656
FAR,1.07506,0.00275656
FRR,1.07506,0.821656
DET,0.00278978,0.82014
FAR,1.0728,0.00278978
FRR,1.0728,0.82014
DET,0.0028213,0.818926
FAR,1.07054,0.0028213
FRR,1.07054,0.818926
DET,0.00286985,0.818016
FAR,1.06829,0.00286985
FRR,1.06829,0.818016
DET,0.00291756,0.816197
FAR,1.06603,0.00291756
FRR,1.06603,0.816197
DET,0.00298144,0.814377
FAR,1.06264,0.00298144
FRR,1.06264,0.814377
DET,0.00302148,0.813467
FAR,1.06038,0.00302148
FRR,1.06038,0.813467
DET,0.00306663,0.81286
FAR,1.05812,0.00306663
FRR,1.05812,0.81286
DET,0.00311603,0.811647
FAR,1.05586,0.00311603
FRR,1.05586,0.811647
DET,0.00316033,0.81104
FAR,1.0536,0.00316033
FRR,1.0536,0.81104
DET,0.00323529,0.808917
FAR,1.04908,0.00323529
FRR,1.04908,0.808917
DET,0.00327448,0.808007
FAR,1.04682,0.00327448
FRR,1.04682,0.808007
DET,0.00332388,0.806794
FAR,1.04456,0.00332388
FRR,1.04456,0.806794
DET,0.00336818,0.805278
FAR,1.04231,0.00336818
FRR,1.04231,0.805278
DET,0.00344825,0.803458
FAR,1.03892,0.00344825
FRR,1.03892,0.803458
DET,0.0035164,0.801941
FAR,1.03553,0.0035164
FRR,1.03553,0.801941
DET,0.00356836,0.801031
FAR,1.03327,0.00356836
FRR,1.03327,0.801031
DET,0.00361607,0.800425
FAR,1.03101,0.00361607
FRR,1.03101,0.800425
DET,0.00367058,0.798301
FAR,1.02875,0.00367058
FRR,1.02875,0.798301
DET,0.00377366,0.796785
FAR,1.02423,0.00377366
FRR,1.02423,0.796785
DET,0.00383925,0.794965
FAR,1.02197,0.00383925
FRR,1.02197,0.794965
DET,0.00389632,0.793752
FAR,1.01971,0.00389632
FRR,1.01971,0.793752
DET,0.00394828,0.792539
FAR,1.01746,0.00394828
FRR,1.01746,0.792539
DET,0.00399854,0.790719
FAR,1.0152,0.00399854
FRR,1.0152,0.790719
DET,0.00411013,0.787686
FAR,1.01068,0.00411013
FRR,1.01068,0.787686
DET,0.00417317,0.786169
FAR,1.00842,0.00417317
FRR,1.00842,0.786169
DET,0.00425239,0.784349
FAR,1.00503,0.00425239
FRR,1.00503,0.784349
DET,0.00433843,0.782833
FAR,1.00164,0.00433843
FRR,1.00164,0.782833
DET,0.00442361,0.781316
FAR,0.998253,0.00442361
FRR,0.998253,0.781316
DET,0.00452328,0.778587
FAR,0.994864,0.00452328
FRR,0.994864,0.778587
DET,0.00458205,0.776463
FAR,0.992605,0.00458205
FRR,0.992605,0.776463
DET,0.0046519,0.774644
FAR,0.990346,0.0046519
FRR,0.990346,0.774644
DET,0.00473964,0.77343
FAR,0.986957,0.00473964
FRR,0.986957,0.77343
DET,0.00481035,0.772824
FAR,0.984698,0.00481035
FRR,0.984698,0.772824
DET,0.00491172,0.770094
FAR,0.981309,0.00491172
FRR,0.981309,0.770094
DET,0.00500457,0.768578
FAR,0.97792,0.00500457
FRR,0.97792,0.768578
DET,0.00514938,0.767364
FAR,0.973402,0.00514938
FRR,0.973402,0.767364
DET,0.00522264,0.765848
FAR,0.971143,0.00522264
FRR,0.971143,0.765848
DET,0.00532912,0.762815
FAR,0.967754,0.00532912
FRR,0.967754,0.762815
DET,0.00540067,0.760692
FAR,0.965495,0.00540067
FRR,0.965495,0.760692
DET,0.00547649,0.760085
FAR,0.963236,0.00547649
FRR,0.963236,0.760085
DET,0.00560171,0.757658
FAR,0.959848,0.00560171
FRR,0.959848,0.757658
DET,0.00567241,0.756445
FAR,0.957588,0.00567241
FRR,0.957588,0.756445
DET,0.00581467,0.753412
FAR,0.9542,0.00581467
FRR,0.9542,0.753412
DET,0.00591944,0.752502
FAR,0.951941,0.00591944
FRR,0.951941,0.752502
DET,0.00600889,0.750986
FAR,0.949681,0.00600889
FRR,0.949681,0.750986
DET,0.00611451,0.749469
FAR,0.947422,0.00611451
FRR,0.947422,0.749469
DET,0.00619118,0.747953
FAR,0.945163,0.00619118
FRR,0.945163,0.747953
DET,0.00633173,0.745526
FAR,0.941774,0.00633173
FRR,0.941774,0.745526
DET,0.00642458,0.74401
FAR,0.939515,0.00642458
FRR,0.939515,0.74401
DET,0.00651403,0.741887
FAR,0.937256,0.00651403
FRR,0.937256,0.741887
DET,0.00660432,0.74128
FAR,0.934997,0.00660432
FRR,0.934997,0.74128
DET,0.00669973,0.740067
FAR,0.932738,0.00669973
FRR,0.932738,0.740067
DET,0.0068471,0.73764
FAR,0.929349,0.0068471
FRR,0.929349,0.73764
DET,0.00695699,0.735214
FAR,0.92709,0.00695699
FRR,0.92709,0.735214
DET,0.00710521,0.733697
FAR,0.923701,0.00710521
FRR,0.923701,0.733697
DET,0.00721339,0.732787
FAR,0.921442,0.00721339
FRR,0.921442,0.732787
DET,0.00732583,0.730968
FAR,0.919183,0.00732583
FRR,0.919183,0.730968
DET,0.00748002,0.728844
FAR,0.915795,0.00748002
FRR,0.915795,0.728844
DET,0.00757287,0.727328
FAR,0.913535,0.00757287
FRR,0.913535,0.727328
DET,0.00766742,0.725205
FAR,0.911276,0.00766742
FRR,0.911276,0.725205
DET,0.0077722,0.723688
FAR,0.909017,0.0077722
FRR,0.909017,0.723688
DET,0.00796216,0.720049
FAR,0.905629,0.00796216
FRR,0.905629,0.720049
DET,0.00807375,0.717622
FAR,0.903369,0.00807375
FRR,0.903369,0.717622
DET,0.00818278,0.716106
FAR,0.90111,0.00818278
FRR,0.90111,0.716106
DET,0.00830715,0.713679
FAR,0.898851,0.00830715
FRR,0.898851,0.713679
DET,0.00841619,0.712163
FAR,0.896592,0.00841619
FRR,0.896592,0.712163
DET,0.00861296,0.70913
FAR,0.893203,0.00861296
FRR,0.893203,0.70913
DET,0.00872796,0.706703
FAR,0.890944,0.00872796
FRR,0.890944,0.706703
DET,0.00903207,0.705187
FAR,0.885296,0.00903207
FRR,0.885296,0.705187
DET,0.00916155,0.703367
FAR,0.883037,0.00916155
FRR,0.883037,0.703367
DET,0.00929018,0.70185
FAR,0.880778,0.00929018
FRR,0.880778,0.70185
DET,0.00950229,0.698514
FAR,0.877389,0.00950229
FRR,0.877389,0.698514
DET,0.00962921,0.696997
FAR,0.87513,0.00962921
FRR,0.87513,0.696997
DET,0.00976721,0.695481
FAR,0.872871,0.00976721
FRR,0.872871,0.695481
DET,0.00989754,0.693964
FAR,0.870612,0.00989754
FRR,0.870612,0.693964
DET,0.0100441,0.691538
FAR,0.868353,0.0100441
FRR,0.868353,0.691538
DET,0.0102655,0.689111
FAR,0.864964,0.0102655
FRR,0.864964,0.689111
DET,0.0104231,0.687898
FAR,0.862705,0.0104231
FRR,0.862705,0.687898
DET,0.0106293,0.686078
FAR,0.859316,0.0106293
FRR,0.859316,0.686078
DET,0.0107613,0.684258
FAR,0.857057,0.0107613
FRR,0.857057,0.684258
DET,0.0109138,0.681832
FAR,0.854798,0.0109138
FRR,0.854798,0.681832
DET,0.0111455,0.680012
FAR,0.851409,0.0111455
FRR,0.851409,0.680012
DET,0.0112963,0.678496
FAR,0.84915,0.0112963
FRR,0.84915,0.678496
DET,0.0114453,0.676979
FAR,0.846891,0.0114453
FRR,0.846891,0.676979
DET,0.0115944,0.675463
FAR,0.844632,0.0115944
FRR,0.844632,0.675463
DET,0.0120195,0.673036
FAR,0.838984,0.0120195
FRR,0.838984,0.673036
DET,0.012195,0.670913
FAR,0.836725,0.012195
FRR,0.836725,0.670913
DET,0.0123917,0.669093
FAR,0.834466,0.0123917
FRR,0.834466,0.669093
DET,0.0126473,0.66697
FAR,0.831077,0.0126473
FRR,0.831077,0.66697
DET,0.0128032,0.665757
FAR,0.828818,0.0128032
FRR,0.828818,0.665757
DET,0.0130749,0.66333
FAR,0.82543,0.0130749
FRR,0.82543,0.66333
DET,0.0132487,0.66242
FAR,0.82317,0.0132487
FRR,0.82317,0.66242
DET,0.0134293,0.659387
FAR,0.820911,0.0134293
FRR,0.820911,0.659387
DET,0.0136439,0.658174
FAR,0.818652,0.0136439
FRR,0.818652,0.658174
DET,0.0138484,0.656961
FAR,0.816393,0.0138484
FRR,0.816393,0.656961
DET,0.0141295,0.654534
FAR,0.813004,0.0141295
FRR,0.813004,0.654534
DET,0.0143092,0.651805
FAR,0.810745,0.0143092
FRR,0.810745,0.651805
DET,0.0144932,0.650591
FAR,0.808486,0.0144932
FRR,0.808486,0.650591
DET,0.0146977,0.649378
FAR,0.806227,0.0146977
FRR,0.806227,0.649378
DET,0.0148978,0.646042
FAR,0.803968,0.0148978
FRR,0.803968,0.646042
DET,0.0152096,0.643919
FAR,0.800579,0.0152096
FRR,0.800579,0.643919
DET,0.0154345,0.641492
FAR,0.79832,0.0154345
FRR,0.79832,0.641492
DET,0.0156526,0.640279
FAR,0.796061,0.0156526
FRR,0.796061,0.640279
DET,0.0158672,0.637853
FAR,0.793802,0.0158672
FRR,0.793802,0.637853
DET,0.0160683,0.635729
FAR,0.791543,0.0160683
FRR,0.791543,0.635729
DET,0.0164201,0.633
FAR,0.788154,0.0164201
FRR,0.788154,0.633
DET,0.0166808,0.630573
FAR,0.785895,0.0166808
FRR,0.785895,0.630573
DET,0.0169244,0.62845
FAR,0.783636,0.0169244
FRR,0.783636,0.62845
DET,0.0171382,0.62754
FAR,0.781377,0.0171382
FRR,0.781377,0.62754
DET,0.0174772,0.625417
FAR,0.777988,0.0174772
FRR,0.777988,0.625417
DET,0.017858,0.622991
FAR,0.774599,0.017858
FRR,0.774599,0.622991
DET,0.0181016,0.620867
FAR,0.77234,0.0181016
FRR,0.77234,0.620867
DET,0.0183512,0.617834
FAR,0.770081,0.0183512
FRR,0.770081,0.617834
DET,0.0186289,0.615408
FAR,0.767822,0.0186289
FRR,0.767822,0.615408
DET,0.0189841,0.611768
FAR,0.764433,0.0189841
FRR,0.764433,0.611768
DET,0.0192303,0.609948
FAR,0.762174,0.0192303
FRR,0.762174,0.609948
DET,0.019508,0.609039
FAR,0.759915,0.019508
FRR,0.759915,0.609039
DET,0.0197951,0.608129
FAR,0.757656,0.0197951
FRR,0.757656,0.608129
DET,0.0200787,0.606612
FAR,0.755397,0.0200787
FRR,0.755397,0.606612
DET,0.0205072,0.604186
FAR,0.752008,0.0205072
FRR,0.752008,0.604186
DET,0.0208071,0.602366
FAR,0.749749,0.0208071
FRR,0.749749,0.602366
DET,0.0210805,0.599636
FAR,0.74749,0.0210805
FRR,0.74749,0.599636
DET,0.0213761,0.59721
FAR,0.745231,0.0213761
FRR,0.745231,0.59721
DET,0.0216845,0.595693
FAR,0.742971,0.0216845
FRR,0.742971,0.595693
DET,0.022153,0.59266
FAR,0.739583,0.022153
FRR,0.739583,0.59266
DET,0.0224673,0.590234
FAR,0.737324,0.0224673
FRR,0.737324,0.590234
DET,0.0229333,0.588717
FAR,0.733935,0.0229333
FRR,0.733935,0.588717
DET,0.0232587,0.586594
FAR,0.731676,0.0232587
FRR,0.731676,0.586594
DET,0.0236224,0.585077
FAR,0.729417,0.0236224
FRR,0.729417,0.585077
DET,0.0243005,0.582348
FAR,0.724898,0.0243005
FRR,0.724898,0.582348
DET,0.0246276,0.579011
FAR,0.722639,0.0246276
FRR,0.722639,0.579011
DET,0.0249871,0.576585
FAR,0.72038,0.0249871
FRR,0.72038,0.576585
DET,0.0253303,0.573552
FAR,0.718121,0.0253303
FRR,0.718121,0.573552
DET,0.0258551,0.570519
FAR,0.714732,0.0258551
FRR,0.714732,0.570519
DET,0.0262265,0.567486
FAR,0.712473,0.0262265
FRR,0.712473,0.567486
DET,0.0265868,0.565362
FAR,0.710214,0.0265868
FRR,0.710214,0.565362
DET,0.0269701,0.562936
FAR,0.707955,0.0269701
FRR,0.707955,0.562936
DET,0.0273535,0.562026
FAR,0.705696,0.0273535
FRR,0.705696,0.562026
DET,0.0279515,0.558993
FAR,0.702307,0.0279515
FRR,0.702307,0.558993
DET,0.0283297,0.557173
FAR,0.700048,0.0283297
FRR,0.700048,0.557173
DET,0.0289473,0.55505
FAR,0.696659,0.0289473
FRR,0.696659,0.55505
DET,0.0293757,0.552927
FAR,0.6944,0.0293757
FRR,0.6944,0.552927
DET,0.0297599,0.5505
FAR,0.692141,0.0297599
FRR,0.692141,0.5505
DET,0.0304235,0.548681
FAR,0.688752,0.0304235
FRR,0.688752,0.548681
DET,0.0308767,0.547467
FAR,0.686493,0.0308767
FRR,0.686493,0.547467
DET,0.0313358,0.546254
FAR,0.684234,0.0313358
FRR,0.684234,0.546254
DET,0.0317643,0.544434
FAR,0.681975,0.0317643
FRR,0.681975,0.544434
DET,0.0322251,0.543524
FAR,0.679716,0.0322251
FRR,0.679716,0.543524
DET,0.0329296,0.540188
FAR,0.676327,0.0329296
FRR,0.676327,0.540188
DET,0.0333709,0.539278
FAR,0.674068,0.0333709
FRR,0.674068,0.539278
DET,0.0338462,0.537762
FAR,0.671809,0.0338462
FRR,0.671809,0.537762
DET,0.0343326,0.535335
FAR,0.66955,0.0343326
FRR,0.66955,0.535335
DET,0.0347747,0.532302
FAR,0.667291,0.0347747
FRR,0.667291,0.532302
DET,0.0355133,0.527753
FAR,0.663902,0.0355133
FRR,0.663902,0.527753
DET,0.0359886,0.525629
FAR,0.661643,0.0359886
FRR,0.661643,0.525629
DET,0.0364997,0.52381
FAR,0.659384,0.0364997
FRR,0.659384,0.52381
DET,0.0370116,0.52199
FAR,0.657125,0.0370116
FRR,0.657125,0.52199
DET,0.0377749,0.51926
FAR,0.653736,0.0377749
FRR,0.653736,0.51926
DET,0.0383124,0.518047
FAR,0.651477,0.0383124
FRR,0.651477,0.518047
DET,0.038838,0.515924
FAR,0.649218,0.038838
FRR,0.649218,0.515924
DET,0.0393695,0.514407
FAR,0.646959,0.0393695
FRR,0.646959,0.514407
DET,0.0399309,0.510767
FAR,0.6447,0.0399309
FRR,0.6447,0.510767
DET,0.0408679,0.507431
FAR,0.641311,0.0408679
FRR,0.641311,0.507431
DET,0.0414736,0.505308
FAR,0.639052,0.0414736
FRR,0.639052,0.505308
DET,0.0420477,0.503185
FAR,0.636793,0.0420477
FRR,0.636793,0.503185
DET,0.0426236,0.501062
FAR,0.634533,0.0426236
FRR,0.634533,0.501062
