Plot,X,Y
DET,5.86011e-06,0.52875
FAR,1.09765,5.86011e-06
FRR,1.09765,0.52875
DET,5.95387e-06,0.526375
FAR,1.09427,5.95387e-06
FRR,1.09427,0.526375
DET,6.03982e-06,0.524625
FAR,1.09201,6.03982e-06
FRR,1.09201,0.524625
DET,6.18046e-06,0.522875
FAR,1.08862,6.18046e-06
FRR,1.08862,0.522875
DET,6.3211e-06,0.5215
FAR,1.08636,6.3211e-06
FRR,1.08636,0.5215
DET,6.47737e-06,0.519875
FAR,1.0841,6.47737e-06
FRR,1.0841,0.519875
DET,6.68834e-06,0.516625
FAR,1.08071,6.68834e-06
FRR,1.08071,0.516625
DET,6.80554e-06,0.514625
FAR,1.07845,6.80554e-06
FRR,1.07845,0.514625
DET,6.98525e-06,0.512
FAR,1.07506,6.98525e-06
FRR,1.07506,0.512
DET,7.11026e-06,0.50975
FAR,1.0728,7.11026e-06
FRR,1.0728,0.50975
DET,7.28997e-06,0.50725
FAR,1.06942,7.28997e-06
FRR,1.06942,0.50725
DET,7.45406e-06,0.505125
FAR,1.06716,7.45406e-06
FRR,1.06716,0.505125
DET,7.64158e-06,0.50375
FAR,1.0649,7.64158e-06
FRR,1.0649,0.50375
DET,7.86036e-06,0.500625
FAR,1.06151,7.86036e-06
FRR,1.06151,0.500625
DET,8.01663e-06,0.499875
FAR,1.05925,8.01663e-06
FRR,1.05925,0.499875
DET,8.30573e-06,0.49675
FAR,1.05586,8.30573e-06
FRR,1.05586,0.49675
DET,8.41511e-06,0.4955
FAR,1.0536,8.41511e-06
FRR,1.0536,0.4955
DET,8.62608e-06,0.493625
FAR,1.05134,8.62608e-06
FRR,1.05134,0.493625
DET,8.89955e-06,0.490625
FAR,1.04795,8.89955e-06
FRR,1.04795,0.490625
DET,9.08707e-06,0.488625
FAR,1.04569,9.08707e-06
FRR,1.04569,0.488625
DET,9.35273e-06,0.48675
FAR,1.04231,9.35273e-06
FRR,1.04231,0.48675
DET,9.52463e-06,0.484875
FAR,1.04005,9.52463e-06
FRR,1.04005,0.484875
DET,9.85279e-06,0.483125
FAR,1.03666,9.85279e-06
FRR,1.03666,0.483125
DET,1.00872e-05,0.4815
FAR,1.0344,1.00872e-05
FRR,1.0344,0.4815
DET,1.02747e-05,0.479625
FAR,1.03214,1.02747e-05
FRR,1.03214,0.479625
DET,1.05091e-05,0.477625
FAR,1.02875,1.05091e-05
FRR,1.02875,0.477625
DET,1.0767e-05,0.47575
FAR,1.02649,1.0767e-05
FRR,1.02649,0.47575
DET,1.10326e-05,0.4725
FAR,1.0231,1.10326e-05
FRR,1.0231,0.4725
DET,1.1228e-05,0.470625
FAR,1.02084,1.1228e-05
FRR,1.02084,0.470625
DET,1.14624e-05,0.47
FAR,1.01858,1.14624e-05
FRR,1.01858,0.47
DET,1.17437e-05,0.46775
FAR,1.0152,1.17437e-05
FRR,1.0152,0.46775
DET,1.19702e-05,0.46675
FAR,1.01294,1.19702e-05
FRR,1.01294,0.46675
DET,1.23375e-05,0.46475
FAR,1.00955,1.23375e-05
FRR,1.00955,0.46475
DET,1.2525e-05,0.462875
FAR,1.00729,1.2525e-05
FRR,1.00729,0.462875
DET,1.29079e-05,0.460125
FAR,1.0039,1.29079e-05
FRR,1.0039,0.460125
DET,1.32282e-05,0.459
FAR,1.00164,1.32282e-05
FRR,1.00164,0.459
DET,1.35095e-05,0.4575
FAR,0.999382,1.35095e-05
FRR,0.999382,0.4575
DET,1.3908e-05,0.455625
FAR,0.995993,1.3908e-05
FRR,0.995993,0.455625
DET,1.41346e-05,0.453875
FAR,0.993734,1.41346e-05
FRR,0.993734,0.453875
DET,1.4494e-05,0.451875
FAR,0.990346,1.4494e-05
FRR,0.990346,0.451875
DET,1.48222e-05,0.44925
FAR,0.988087,1.48222e-05
FRR,0.988087,0.44925
DET,1.52519e-05,0.446875
FAR,0.984698,1.52519e-05
FRR,0.984698,0.446875
DET,1.56191e-05,0.44475
FAR,0.982439,1.56191e-05
FRR,0.982439,0.44475
DET,1.59395e-05,0.4435
FAR,0.98018,1.59395e-05
FRR,0.98018,0.4435
DET,1.64396e-05,0.4405
FAR,0.976791,1.64396e-05
FRR,0.976791,0.4405
DET,1.67912e-05,0.43825
FAR,0.974532,1.67912e-05
FRR,0.974532,0.43825
DET,1.7385e-05,0.436
FAR,0.971143,1.7385e-05
FRR,0.971143,0.436
DET,1.77444e-05,0.434625
FAR,0.968884,1.77444e-05
FRR,0.968884,0.434625
DET,1.81038e-05,0.433375
FAR,0.966625,1.81038e-05
FRR,0.966625,0.433375
DET,1.86195e-05,0.43075
FAR,0.963236,1.86195e-05
FRR,0.963236,0.43075
DET,1.89946e-05,0.429125
FAR,0.960977,1.89946e-05
FRR,0.960977,0.429125
DET,1.96509e-05,0.427875
FAR,0.957588,1.96509e-05
FRR,0.957588,0.427875
DET,2.00728e-05,0.4265
FAR,0.955329,2.00728e-05
FRR,0.955329,0.4265
DET,2.0651e-05,0.424375
FAR,0.951941,2.0651e-05
FRR,0.951941,0.424375
DET,2.10183e-05,0.42275
FAR,0.949681,2.10183e-05
FRR,0.949681,0.42275
DET,2.15027e-05,0.421625
FAR,0.947422,2.15027e-05
FRR,0.947422,0.421625
DET,2.22606e-05,0.41875
FAR,0.944034,2.22606e-05
FRR,0.944034,0.41875
DET,2.287e-05,0.41675
FAR,0.941774,2.287e-05
FRR,0.941774,0.41675
DET,2.35733e-05,0.41325
FAR,0.938386,2.35733e-05
FRR,0.938386,0.41325
DET,2.39952e-05,0.411375
FAR,0.936127,2.39952e-05
FRR,0.936127,0.411375
DET,2.45578e-05,0.41
FAR,0.933868,2.45578e-05
FRR,0.933868,0.41
DET,2.54876e-05,0.407125
FAR,0.930479,2.54876e-05
FRR,0.930479,0.407125
DET,2.61048e-05,0.40575
FAR,0.92822,2.61048e-05
FRR,0.92822,0.40575
DET,2.70737e-05,0.4035
FAR,0.924831,2.70737e-05
FRR,0.924831,0.4035
DET,2.76988e-05,0.401375
FAR,0.922572,2.76988e-05
FRR,0.922572,0.401375
DET,2.86286e-05,0.3985
FAR,0.919183,2.86286e-05
FRR,0.919183,0.3985
DET,2.9324e-05,0.397
FAR,0.916924,2.9324e-05
FRR,0.916924,0.397
DET,3.00506e-05,0.39525
FAR,0.914665,3.00506e-05
FRR,0.914665,0.39525
DET,3.11758e-05,0.392625
FAR,0.911276,3.11758e-05
FRR,0.911276,0.392625
DET,3.19415e-05,0.391125
FAR,0.909017,3.19415e-05
FRR,0.909017,0.391125
DET,3.30119e-05,0.388375
FAR,0.905629,3.30119e-05
FRR,0.905629,0.388375
DET,3.38714e-05,0.38675
FAR,0.903369,3.38714e-05
FRR,0.903369,0.38675
DET,3.46528e-05,0.385625
FAR,0.90111,3.46528e-05
FRR,0.90111,0.385625
DET,3.59889e-05,0.383125
FAR,0.897722,3.59889e-05
FRR,0.897722,0.383125
DET,3.69187e-05,0.381
FAR,0.895462,3.69187e-05
FRR,0.895462,0.381
DET,3.82626e-05,0.379
FAR,0.892074,3.82626e-05
FRR,0.892074,0.379
DET,3.93096e-05,0.377625
FAR,0.889815,3.93096e-05
FRR,0.889815,0.377625
DET,4.0591e-05,0.3745
FAR,0.886426,4.0591e-05
FRR,0.886426,0.3745
DET,4.1638e-05,0.372875
FAR,0.884167,4.1638e-05
FRR,0.884167,0.372875
DET,4.25053e-05,0.371
FAR,0.881908,4.25053e-05
FRR,0.881908,0.371
DET,4.41071e-05,0.3685
FAR,0.878519,4.41071e-05
FRR,0.878519,0.3685
DET,4.51697e-05,0.36625
FAR,0.87626,4.51697e-05
FRR,0.87626,0.36625
DET,4.68184e-05,0.36375
FAR,0.872871,4.68184e-05
FRR,0.872871,0.36375
DET,4.80216e-05,0.362
FAR,0.870612,4.80216e-05
FRR,0.870612,0.362
DET,4.99672e-05,0.36
FAR,0.867223,4.99672e-05
FRR,0.867223,0.36
DET,5.11783e-05,0.357875
FAR,0.864964,5.11783e-05
FRR,0.864964,0.357875
DET,5.253e-05,0.35675
FAR,0.862705,5.253e-05
FRR,0.862705,0.35675
DET,5.44834e-05,0.354875
FAR,0.859316,5.44834e-05
FRR,0.859316,0.354875
DET,5.58117e-05,0.354125
FAR,0.857057,5.58117e-05
FRR,0.857057,0.354125
DET,5.76947e-05,0.351
FAR,0.853669,5.76947e-05
FRR,0.853669,0.351
DET,5.92418e-05,0.349
FAR,0.851409,5.92418e-05
FRR,0.851409,0.349
DET,6.09061e-05,0.346875
FAR,0.84915,6.09061e-05
FRR,0.84915,0.346875
DET,6.33048e-05,0.345
FAR,0.845762,6.33048e-05
FRR,0.845762,0.345
DET,6.50784e-05,0.343
FAR,0.843503,6.50784e-05
FRR,0.843503,0.343
DET,6.74772e-05,0.34075
FAR,0.840114,6.74772e-05
FRR,0.840114,0.34075
DET,6.91805e-05,0.3395
FAR,0.837855,6.91805e-05
FRR,0.837855,0.3395
DET,7.20949e-05,0.338
FAR,0.834466,7.20949e-05
FRR,0.834466,0.338
DET,7.40796e-05,0.336625
FAR,0.832207,7.40796e-05
FRR,0.832207,0.336625
DET,7.59236e-05,0.335
FAR,0.829948,7.59236e-05
FRR,0.829948,0.335
DET,7.89005e-05,0.33325
FAR,0.826559,7.89005e-05
FRR,0.826559,0.33325
DET,8.08617e-05,0.332
FAR,0.8243,8.08617e-05
FRR,0.8243,0.332
DET,8.4073e-05,0.33
FAR,0.820911,8.4073e-05
FRR,0.820911,0.33
DET,8.60967e-05,0.328125
FAR,0.818652,8.60967e-05
FRR,0.818652,0.328125
DET,8.84095e-05,0.3265
FAR,0.816393,8.84095e-05
FRR,0.816393,0.3265
DET,9.22225e-05,0.323625
FAR,0.813004,9.22225e-05
FRR,0.813004,0.323625
DET,9.47072e-05,0.321375
FAR,0.810745,9.47072e-05
FRR,0.810745,0.321375
DET,9.81842e-05,0.319125
FAR,0.807357,9.81842e-05
FRR,0.807357,0.319125
DET,0.000100888,0.317375
FAR,0.805097,0.000100888
FRR,0.805097,0.317375
DET,0.000105068,0.31575
FAR,0.801709,0.000105068
FRR,0.801709,0.31575
DET,0.000107943,0.313625
FAR,0.79945,0.000107943
FRR,0.79945,0.313625
DET,0.000111014,0.31175
FAR,0.79719,0.000111014
FRR,0.79719,0.31175
DET,0.000115257,0.3105
FAR,0.793802,0.000115257
FRR,0.793802,0.3105
DET,0.000118601,0.308625
FAR,0.791543,0.000118601
FRR,0.791543,0.308625
DET,0.000123851,0.305125
FAR,0.788154,0.000123851
FRR,0.788154,0.305125
DET,0.000127235,0.304
FAR,0.785895,0.000127235
FRR,0.785895,0.304
DET,0.000132227,0.302
FAR,0.782506,0.000132227
FRR,0.782506,0.302
DET,0.000135634,0.299625
FAR,0.780247,0.000135634
FRR,0.780247,0.299625
DET,0.000139588,0.298
FAR,0.777988,0.000139588
FRR,0.777988,0.298
DET,0.00014519,0.295875
FAR,0.774599,0.00014519
FRR,0.774599,0.295875
DET,0.000149175,0.29425
FAR,0.77234,0.000149175
FRR,0.77234,0.29425
DET,0.000155324,0.292375
FAR,0.768951,0.000155324
FRR,0.768951,0.292375
DET,0.00015945,0.290875
FAR,0.766692,0.00015945
FRR,0.766692,0.290875
DET,0.000163864,0.28975
FAR,0.764433,0.000163864
FRR,0.764433,0.28975
DET,0.00017056,0.28875
FAR,0.761044,0.00017056
FRR,0.761044,0.28875
DET,0.000175178,0.287875
FAR,0.758785,0.000175178
FRR,0.758785,0.287875
DET,0.000182218,0.28525
FAR,0.755397,0.000182218
FRR,0.755397,0.28525
DET,0.000187187,0.284375
FAR,0.753138,0.000187187
FRR,0.753138,0.284375
DET,0.000194954,0.282625
FAR,0.749749,0.000194954
FRR,0.749749,0.282625
DET,0.000200494,0.28125
FAR,0.74749,0.000200494
FRR,0.74749,0.28125
DET,0.000205612,0.27975
FAR,0.745231,0.000205612
FRR,0.745231,0.27975
DET,0.000214355,0.2775
FAR,0.741842,0.000214355
FRR,0.741842,0.2775
DET,0.000220246,0.276
FAR,0.739583,0.000220246
FRR,0.739583,0.276
DET,0.000229833,0.274125
FAR,0.736194,0.000229833
FRR,0.736194,0.274125
DET,0.000236186,0.273
FAR,0.733935,0.000236186
FRR,0.733935,0.273
DET,0.000242679,0.271125
FAR,0.731676,0.000242679
FRR,0.731676,0.271125
DET,0.000252782,0.269125
FAR,0.728287,0.000252782
FRR,0.728287,0.269125
DET,0.000259837,0.2685
FAR,0.726028,0.000259837
FRR,0.726028,0.2685
DET,0.000270229,0.267
FAR,0.722639,0.000270229
FRR,0.722639,0.267
DET,0.00027755,0.266
FAR,0.72038,0.00027755
FRR,0.72038,0.266
DET,0.000289036,0.263625
FAR,0.716992,0.000289036
FRR,0.716992,0.263625
DET,0.000297139,0.262
FAR,0.714732,0.000297139
FRR,0.714732,0.262
DET,0.000304952,0.260375
FAR,0.712473,0.000304952
FRR,0.712473,0.260375
DET,0.00031779,0.258125
FAR,0.709085,0.00031779
FRR,0.709085,0.258125
DET,0.000326283,0.25625
FAR,0.706825,0.000326283
FRR,0.706825,0.25625
DET,0.00034041,0.254125
FAR,0.703437,0.00034041
FRR,0.703437,0.254125
DET,0.000350333,0.253375
FAR,0.701178,0.000350333
FRR,0.701178,0.253375
DET,0.000360529,0.25175
FAR,0.698919,0.000360529
FRR,0.698919,0.25175
DET,0.000376305,0.250375
FAR,0.69553,0.000376305
FRR,0.69553,0.250375
DET,0.000386666,0.249625
FAR,0.693271,0.000386666
FRR,0.693271,0.249625
DET,0.000403183,0.24775
FAR,0.689882,0.000403183
FRR,0.689882,0.24775
DET,0.000414325,0.246375
FAR,0.687623,0.000414325
FRR,0.687623,0.246375
DET,0.000432335,0.244125
FAR,0.684234,0.000432335
FRR,0.684234,0.244125
DET,0.000444188,0.243375
FAR,0.681975,0.000444188
FRR,0.681975,0.243375
DET,0.000456737,0.241875
FAR,0.679716,0.000456737
FRR,0.679716,0.241875
DET,0.000476341,0.240125
FAR,0.676327,0.000476341
FRR,0.676327,0.240125
DET,0.000489866,0.23825
FAR,0.674068,0.000489866
FRR,0.674068,0.23825
DET,0.000510814,0.236
FAR,0.670679,0.000510814
FRR,0.670679,0.236
DET,0.000525308,0.23475
FAR,0.66842,0.000525308
FRR,0.66842,0.23475
DET,0.000547818,0.233375
FAR,0.665032,0.000547818
FRR,0.665032,0.233375
DET,0.000563555,0.23225
FAR,0.662773,0.000563555
FRR,0.662773,0.23225
DET,0.000580291,0.231125
FAR,0.660513,0.000580291
FRR,0.660513,0.231125
DET,0.000605052,0.2285
FAR,0.657125,0.000605052
FRR,0.657125,0.2285
DET,0.000622984,0.227125
FAR,0.654866,0.000622984
FRR,0.654866,0.227125
DET,0.000650105,0.22525
FAR,0.651477,0.000650105
FRR,0.651477,0.22525
DET,0.000668873,0.223875
FAR,0.649218,0.000668873
FRR,0.649218,0.223875
DET,0.000688234,0.22175
FAR,0.646959,0.000688234
FRR,0.646959,0.22175
DET,0.000717558,0.22
FAR,0.64357,0.000717558
FRR,0.64357,0.22
DET,0.000737913,0.21875
FAR,0.641311,0.000737913
FRR,0.641311,0.21875
DET,0.000769706,0.217375
FAR,0.637922,0.000769706
FRR,0.637922,0.217375
DET,0.000791255,0.216125
FAR,0.635663,0.000791255
FRR,0.635663,0.216125
DET,0.000824548,0.2145
FAR,0.632274,0.000824548
FRR,0.632274,0.2145
DET,0.000848715,0.213375
FAR,0.630015,0.000848715
FRR,0.630015,0.213375
DET,0.000873273,0.2115
FAR,0.627756,0.000873273
FRR,0.627756,0.2115
DET,0.000911278,0.20975
FAR,0.624367,0.000911278
FRR,0.624367,0.20975
DET,0.000937742,0.2085
FAR,0.622108,0.000937742
FRR,0.622108,0.2085
DET,0.000977661,0.206625
FAR,0.61872,0.000977661
FRR,0.61872,0.206625
DET,0.00100616,0.20525
FAR,0.61646,0.00100616
FRR,0.61646,0.20525
DET,0.00103532,0.204625
FAR,0.614201,0.00103532
FRR,0.614201,0.204625
DET,0.00108046,0.203375
FAR,0.610813,0.00108046
FRR,0.610813,0.203375
DET,0.00111239,0.20175
FAR,0.608554,0.00111239
FRR,0.608554,0.20175
DET,0.00116267,0.20025
FAR,0.605165,0.00116267
FRR,0.605165,0.20025
DET,0.00119663,0.1995
FAR,0.602906,0.00119663
FRR,0.602906,0.1995
DET,0.00124945,0.19825
FAR,0.599517,0.00124945
FRR,0.599517,0.19825
DET,0.00128583,0.19725
FAR,0.597258,0.00128583
FRR,0.597258,0.19725
DET,0.00132285,0.195875
FAR,0.594999,0.00132285
FRR,0.594999,0.195875
DET,0.00138064,0.1945
FAR,0.59161,0.00138064
