img_dname,img_name,subject_id,enc_num,img_num,subject_imgcount,age_phd,no_phd,inv_phd,sex,rac,hgt,wgt,img_width,img_height,color_space,label
./data/aa,S008-02-t10_01.jpg,8,2,1,2,26.54,0,0,M,B,510,240,480,600,RGB,Frontal
./data/aa,S008-03-t10_01.jpg,8,3,1,3,27.24,0,0,M,B,511,210,480,600,RGB,Frontal
./data/aa,S008-04-t10_01.jpg,8,4,1,4,27.39,0,0,M,B,511,240,480,600,RGB,Frontal
./data/aa,S008-05-t10_01.jpg,8,5,1,5,27.61,0,0,M,B,0,200,736,858,RGB,Left Angle
./data/aa,S008-06-t10_01.jpg,8,6,1,6,28.17,0,0,M,B,511,210,480,600,RGB,Frontal
./data/aa,S008-07-t10_01.jpg,8,7,1,7,28.25,0,0,M,B,510,240,480,600,RGB,Left Angle
./data/aa,S009-01-t10_01.jpg,9,1,1,1,28.24,1,0,M,W,0,130,384,480,RGB,Frontal
./data/aa,S010-01-t10_01.jpg,10,1,1,1,25.26,0,0,M,B,600,190,476,596,RGB,Frontal
./data/aa,S011-01-t10_01.jpg,11,1,1,1,40.47,0,0,M,W,0,140,240,240,RGB,Frontal
./data/aa,S012-01-t10_01.jpg,12,1,1,1,37.3,1,0,F,W,502,135,384,480,RGB,Left Angle
./data/aa,S013-01-t10_01.jpg,13,1,1,1,52.57,0,0,M,W,0,130,240,240,RGB,Frontal
./data/aa,S013-02-t10_01.jpg,13,2,1,2,52.58,0,0,M,W,0,130,768,960,RGB,Right Angle
./data/aa,S014-01-t10_01.jpg,14,1,1,1,26.66,1,0,M,W,508,150,384,480,RGB,Left Angle
./data/aa,S015-01-t10_01.jpg,15,1,1,1,38.71,1,0,F,B,507,125,384,480,RGB,Left Angle
./data/aa,S015-02-t10_01.jpg,15,2,1,2,39.26,1,0,F,B,506,120,384,480,RGB,Left Angle
./data/aa,S015-03-t10_01.jpg,15,3,1,3,40.6,1,0,F,B,507,150,384,480,RGB,Frontal
./data/aa,S016-01-t10_01.jpg,16,1,1,1,30.05,0,0,M,B,0,215,486,621,RGB,Frontal
./data/aa,S017-01-t10_01.jpg,17,1,1,1,27.32,0,0,M,W,0,145,240,240,RGB,Frontal
./data/aa,S018-01-t10_01.jpg,18,1,1,1,57.66,0,0,M,B,0,175,300,400,RGB,Frontal
./data/aa,S019-01-t10_01.jpg,19,1,1,1,26.73,1,0,M,B,601,210,384,480,RGB,Frontal
./data/aa,S020-01-t10_01.jpg,20,1,1,1,19.26,0,0,M,B,508,140,384,480,RGB,Frontal
./data/aa,S021-01-t10_01.jpg,21,1,1,1,21.83,0,0,M,W,0,175,768,960,RGB,Frontal
./data/aa,S022-01-t10_01.jpg,22,1,1,1,24.2,0,0,M,W,0,145,240,240,RGB,Right Angle
./data/aa,S022-02-t10_01.jpg,22,2,1,2,26,0,0,M,W,0,145,240,240,RGB,Frontal
./data/aa,S023-01-t10_01.jpg,23,1,1,1,22.43,0,0,M,B,510,165,480,600,RGB,Frontal
./data/aa,S023-02-t10_01.jpg,23,2,1,2,22.84,0,0,M,B,510,165,480,600,RGB,Frontal
./data/aa,S023-03-t10_01.jpg,23,3,1,3,23.24,0,0,M,B,510,165,480,600,RGB,Left Angle
./data/aa,S023-04-t10_01.jpg,23,4,1,4,23.33,0,0,M,B,510,168,480,600,RGB,Frontal
./data/aa,S024-01-t10_01.jpg,24,1,1,1,39.79,0,0,M,W,508,200,480,600,RGB,Frontal
./data/aa,S025-01-t10_01.jpg,25,1,1,1,58.71,0,0,M,B,600,250,480,600,RGB,Frontal
./data/aa,S026-01-t10_01.jpg,26,1,1,1,41.63,0,0,M,W,507,200,480,600,RGB,Frontal
./data/aa,S027-01-t10_01.jpg,27,1,1,1,25.8,0,0,M,B,0,165,768,960,RGB,Right Angle
./data/aa,S027-01-t10_02.jpg,27,1,2,2,25.8,0,0,M,B,0,165,768,960,RGB,Left Profile
./data/aa,S027-01-t10_03.jpg,27,1,3,3,25.8,0,0,M,B,0,165,768,960,RGB,Right Profile
./data/aa,S028-01-t10_01.jpg,28,1,1,1,30.99,0,0,M,W,0,210,618,794,RGB,Right Angle
./data/aa,S029-01-t10_01.jpg,29,1,1,1,19.17,1,0,M,W,602,190,384,480,RGB,Frontal
./data/aa,S029-02-t10_01.jpg,29,2,1,2,20.01,1,0,M,W,601,180,384,480,RGB,Frontal
./data/aa,S029-03-t10_01.jpg,29,3,1,3,22.41,1,0,M,W,601,185,480,600,RGB,Left Angle
./data/aa,S030-01-t10_01.jpg,30,1,1,1,42.35,0,0,M,B,507,165,480,600,RGB,Frontal
./data/aa,S030-02-t10_01.jpg,30,2,1,2,43.75,0,0,M,B,508,165,480,600,RGB,Frontal
./data/aa,S030-03-t10_01.jpg,30,3,1,3,44.94,0,0,M,B,508,165,480,600,RGB,Left Angle
./data/aa,S030-04-t10_01.jpg,30,4,1,4,44.95,0,0,M,B,507,180,480,600,RGB,Right Angle
./data/aa,S030-05-t10_01.jpg,30,5,1,5,44.99,0,0,M,B,508,180,480,600,RGB,Left Angle
./data/aa,S031-01-t10_01.jpg,31,1,1,1,40.91,0,0,M,B,600,195,480,600,RGB,Left Angle
./data/aa,S031-02-t10_01.jpg,31,2,1,2,41.02,0,0,M,B,510,193,480,600,RGB,Left Angle
./data/aa,S031-03-t10_01.jpg,31,3,1,3,41.21,0,0,M,B,602,200,480,600,RGB,Left Angle
./data/aa,S031-04-t10_01.jpg,31,4,1,4,41.34,0,0,M,B,602,202,480,600,RGB,Left Angle
./data/aa,S031-05-t10_01.jpg,31,5,1,5,41.34,0,0,M,B,602,202,480,600,RGB,Left Angle
./data/aa,S031-06-t10_01.jpg,31,6,1,6,42.88,0,0,M,B,602,220,480,600,RGB,Left Angle
./data/aa,S032-01-t10_01.jpg,32,1,1,1,17.25,1,0,M,B,600,150,384,480,RGB,Left Angle
./data/aa,S032-02-t10_01.jpg,32,2,1,2,17.38,1,0,M,B,600,150,384,480,RGB,Frontal
./data/aa,S032-03-t10_01.jpg,32,3,1,3,18.1,0,0,M,B,601,165,480,600,RGB,Frontal
./data/aa,S033-01-t10_01.jpg,33,1,1,1,52.62,1,0,M,B,601,160,384,480,RGB,Right Angle
./data/aa,S033-02-t10_01.jpg,33,2,1,2,53.66,1,0,M,B,601,160,384,480,RGB,Frontal
./data/aa,S033-03-t10_01.jpg,33,3,1,3,53.7,1,0,M,B,601,150,384,480,RGB,Frontal
./data/aa,S033-04-t10_01.jpg,33,4,1,4,54.84,1,0,M,B,601,150,384,480,RGB,Frontal
./data/aa,S033-05-t10_01.jpg,33,5,1,5,54.97,0,0,M,B,601,155,384,480,RGB,Left Angle
./data/aa,S033-06-t10_01.jpg,33,6,1,6,55.81,1,0,M,B,601,150,480,600,RGB,Frontal
./data/aa,S033-07-t10_01.jpg,33,7,1,7,55.97,0,0,M,B,601,150,384,480,RGB,Left Angle
./data/aa,S034-01-t10_01.jpg,34,1,1,1,31.42,0,0,M,B,506,200,480,600,RGB,Frontal
./data/aa,S035-01-t10_01.jpg,35,1,1,1,19.87,1,0,M,B,506,150,384,480,RGB,Frontal
./data/aa,S036-01-t10_01.jpg,36,1,1,1,36.34,1,0,M,B,507,170,384,480,RGB,Frontal
./data/aa,S036-02-t10_01.jpg,36,2,1,2,37.34,1,0,M,B,504,155,384,480,RGB,Left Angle
./data/aa,S036-03-t10_01.jpg,36,3,1,3,38.55,1,0,M,B,506,170,384,480,RGB,Frontal
./data/aa,S037-01-t10_01.jpg,37,1,1,1,33.99,0,0,M,B,601,210,480,600,RGB,Frontal
./data/aa,S038-01-t10_01.jpg,38,1,1,1,40.31,0,0,M,B,506,220,480,600,RGB,Left Angle
./data/aa,S039-01-t10_01.jpg,39,1,1,1,32.16,0,0,M,W,0,200,240,240,RGB,Frontal
./data/aa,S040-01-t10_01.jpg,40,1,1,1,41.55,0,0,M,B,510,155,384,480,RGB,Frontal
./data/aa,S041-01-t10_01.jpg,41,1,1,1,17.46,0,0,M,W,506,140,480,600,RGB,Frontal
./data/aa,S042-01-t10_01.jpg,42,1,1,1,19.07,0,0,F,B,0,180,1824,1170,RGB,Frontal
./data/aa,S043-01-t10_01.jpg,43,1,1,1,31.51,0,0,M,W,0,165,240,240,RGB,Frontal
./data/aa,S044-01-t10_01.jpg,44,1,1,1,40.48,0,0,M,W,508,145,480,600,RGB,Frontal
./data/aa,S044-02-t10_01.jpg,44,2,1,2,41.12,0,0,M,W,507,158,480,600,RGB,Left Angle
./data/aa,S044-03-t10_01.jpg,44,3,1,3,41.29,0,0,M,W,507,158,480,600,RGB,Frontal
./data/aa,S044-04-t10_01.jpg,44,4,1,4,41.95,0,0,M,W,509,150,480,600,RGB,Frontal
./data/aa,S044-05-t10_01.jpg,44,5,1,5,41.96,0,0,M,W,509,150,480,600,RGB,Left Angle
./data/aa,S044-06-t10_01.jpg,44,6,1,6,42.71,0,0,M,W,508,150,480,600,RGB,Frontal
./data/aa,S044-07-t10_01.jpg,44,7,1,7,42.92,0,0,M,W,508,150,480,600,RGB,Left Angle
./data/aa,S044-08-t10_01.jpg,44,8,1,8,43.42,0,0,M,W,508,160,480,600,RGB,Frontal
./data/aa,S044-09-t10_01.jpg,44,9,1,9,43.54,0,0,M,W,508,160,480,600,RGB,Left Angle
./data/aa,S045-01-t10_01.jpg,45,1,1,1,47.61,0,0,M,W,508,145,480,600,RGB,Right Angle
./data/aa,S045-01-t10_02.jpg,45,1,2,2,47.61,0,0,M,W,508,145,480,600,RGB,Left Profile
./data/aa,S046-01-t10_01.jpg,46,1,1,1,19.24,1,0,M,B,602,200,384,480,RGB,Left Angle
./data/aa,S046-02-t10_01.jpg,46,2,1,2,20.2,1,0,M,B,602,185,384,480,RGB,Left Angle
./data/aa,S047-01-t10_01.jpg,47,1,1,1,36.64,0,0,M,B,600,203,384,480,RGB,Frontal
./data/aa,S048-01-t10_01.jpg,48,1,1,1,27.98,1,0,M,W,601,275,384,480,RGB,Left Angle
./data/aa,S048-02-t10_01.jpg,48,2,1,2,28.44,1,0,M,W,601,280,384,480,RGB,Frontal
./data/aa,S048-03-t10_01.jpg,48,3,1,3,28.87,0,0,M,W,601,280,384,480,RGB,Frontal
./data/aa,S048-04-t10_01.jpg,48,4,1,4,29.09,0,0,M,W,601,275,384,480,RGB,Left Angle
./data/aa,S048-05-t10_01.jpg,48,5,1,5,29.58,0,0,M,W,601,270,384,480,RGB,Left Angle
./data/aa,S048-06-t10_01.jpg,48,6,1,6,30.94,0,0,M,W,601,300,384,480,RGB,Left Angle
./data/aa,S048-07-t10_01.jpg,48,7,1,7,30.97,0,0,M,W,601,290,384,480,RGB,Left Angle
./data/aa,S049-01-t10_01.jpg,49,1,1,1,24.39,1,0,M,W,508,160,384,480,RGB,Frontal
./data/aa,S050-01-t10_01.jpg,50,1,1,1,29.53,0,0,M,W,0,145,240,240,RGB,Frontal
./data/aa,S051-01-t10_01.jpg,51,1,1,1,22.24,0,0,M,W,0,170,240,240,RGB,Frontal
./data/aa,S051-02-t10_01.jpg,51,2,1,2,22.33,0,0,M,W,0,142,240,240,RGB,Frontal
./data/aa,S052-01-t10_01.jpg,52,1,1,1,18.88,1,0,M,W,506,130,384,480,RGB,Frontal
./data/aa,S052-02-t10_01.jpg,52,2,1,2,20.16,1,0,M,W,507,140,384,480,RGB,Left Angle
./data/aa,S052-03-t10_01.jpg,52,3,1,3,20.32,1,0,M,W,507,130,384,480,RGB,Left Angle
./data/aa,S053-01-t10_01.jpg,53,1,1,1,37.45,0,0,M,W,0,170,768,960,RGB,Frontal
./data/aa,S054-01-t10_01.jpg,54,1,1,1,44.31,0,0,M,W,511,204,480,600,RGB,Frontal
./data/aa,S054-02-t10_01.jpg,54,2,1,2,45.82,0,0,M,W,511,204,480,600,RGB,Frontal
./data/aa,S054-03-t10_01.jpg,54,3,1,3,46.34,0,0,M,W,511,204,480,600,RGB,Left Angle
./data/aa,S055-01-t10_01.jpg,55,1,1,1,24.26,0,0,M,W,506,170,480,600,RGB,Frontal
./data/aa,S056-01-t10_01.jpg,56,1,1,1,54.88,0,0,F,W,509,200,480,600,RGB,Left Angle
./data/aa,S057-01-t10_01.jpg,57,1,1,1,18.42,1,0,M,W,507,140,384,480,RGB,Frontal
./data/aa,S058-01-t10_01.jpg,58,1,1,1,17.13,0,0,M,B,511,125,480,600,RGB,Left Angle
./data/aa,S058-02-t10_01.jpg,58,2,1,2,18.28,0,0,M,B,511,145,480,600,RGB,Frontal
./data/aa,S058-03-t10_01.jpg,58,3,1,3,18.84,0,0,M,B,511,145,480,600,RGB,Frontal
./data/aa,S059-01-t10_01.jpg,59,1,1,1,29.49,0,0,M,W,0,200,768,960,RGB,Frontal
./data/aa,S059-01-t10_02.jpg,59,1,2,2,29.49,0,0,M,W,0,200,768,960,RGB,Right Profile
./data/aa,S060-01-t10_01.jpg,60,1,1,1,17.35,1,0,M,B,503,130,480,600,RGB,Right Angle
./data/aa,S061-01-t10_01.jpg,61,1,1,1,62.25,0,0,M,W,0,135,768,960,RGB,Right Angle
./data/aa,S062-01-t10_01.jpg,62,1,1,1,40.54,0,0,M,W,505,150,480,600,RGB,Frontal
./data/aa,S063-01-t10_01.jpg,63,1,1,1,37.01,1,0,M,B,600,230,384,480,RGB,Left Angle
./data/aa,S064-01-t10_01.jpg,64,1,1,1,36.75,0,0,M,W,0,151,240,240,RGB,Frontal
./data/aa,S064-02-t10_01.jpg,64,2,1,2,36.75,0,0,M,W,0,151,768,960,RGB,Frontal
./data/aa,S065-01-t10_01.jpg,65,1,1,1,31.85,0,0,F,W,504,136,480,600,RGB,Right Angle
./data/aa,S065-02-t10_01.jpg,65,2,1,2,31.98,0,0,F,W,504,136,480,600,RGB,Right Angle
./data/aa,S066-01-t10_01.jpg,66,1,1,1,34.96,1,0,M,W,511,185,384,480,RGB,Frontal
./data/aa,S067-01-t10_01.jpg,67,1,1,1,31.47,0,0,M,W,0,165,768,960,RGB,Frontal
./data/aa,S068-01-t10_01.jpg,68,1,1,1,17.65,0,0,M,B,603,203,480,600,RGB,Frontal
./data/aa,S068-02-t10_01.jpg,68,2,1,2,18.59,0,0,M,B,601,185,480,600,RGB,Frontal
./data/aa,S068-03-t10_01.jpg,68,3,1,3,18.59,0,0,M,B,601,185,480,600,RGB,Right Angle
./data/aa,S068-04-t10_01.jpg,68,4,1,4,19.5,0,0,M,B,601,185,480,600,RGB,Left Angle
./data/aa,S068-05-t10_01.jpg,68,5,1,5,19.5,0,0,M,B,604,190,480,600,RGB,Frontal
./data/aa,S068-06-t10_01.jpg,68,6,1,6,19.5,0,0,M,B,604,190,480,600,RGB,Frontal
./data/aa,S068-07-t10_01.jpg,68,7,1,7,19.9,0,0,M,B,603,185,480,600,RGB,Frontal
./data/aa,S069-01-t10_01.jpg,69,1,1,1,26.89,0,0,M,W,0,170,240,240,RGB,Frontal
./data/aa,S069-02-t10_01.jpg,69,2,1,2,27.04,0,0,M,W,0,170,240,240,RGB,Frontal
./data/aa,S070-01-t10_01.jpg,70,1,1,1,46.92,1,0,M,W,504,165,384,480,RGB,Left Angle
./data/aa,S071-01-t10_01.jpg,71,1,1,1,26.62,0,0,M,W,601,185,480,600,RGB,Frontal
./data/aa,S072-01-t10_01.jpg,72,1,1,1,30.84,1,0,M,B,508,150,384,480,RGB,Left Angle
./data/aa,S073-01-t10_01.jpg,73,1,1,1,49.47,0,0,M,U,508,150,384,480,RGB,Right Angle
./data/aa,S073-01-t10_02.jpg,73,1,2,2,49.47,0,0,M,U,508,150,384,480,RGB,Left Profile
./data/aa,S074-01-t10_01.jpg,74,1,1,1,17.84,1,0,M,W,508,130,384,480,RGB,Right Angle
./data/aa,S075-01-t10_01.jpg,75,1,1,1,28.98,1,0,M,W,507,160,384,480,RGB,Left Angle
./data/aa,S076-01-t10_01.jpg,76,1,1,1,39.44,0,0,M,B,603,185,480,600,RGB,Frontal
./data/aa,S076-02-t10_01.jpg,76,2,1,2,39.47,0,0,M,B,603,185,480,600,RGB,Frontal
./data/aa,S077-01-t10_01.jpg,77,1,1,1,36.35,0,0,M,W,0,145,240,240,RGB,Frontal
./data/aa,S078-01-t10_01.jpg,78,1,1,1,35.83,0,0,M,W,510,200,480,600,RGB,Frontal
./data/aa,S078-02-t10_01.jpg,78,2,1,2,38.59,0,0,M,W,0,180,768,960,RGB,Right Angle
./data/aa,S078-02-t10_02.jpg,78,2,2,3,38.59,0,0,M,W,0,180,768,960,RGB,Right Profile
./data/aa,S078-03-t10_01.jpg,78,3,1,4,38.85,0,0,M,W,511,170,480,600,RGB,Left Angle
./data/aa,S078-04-t10_01.jpg,78,4,1,5,38.86,0,0,M,W,510,145,480,600,RGB,Frontal
./data/aa,S079-01-t10_01.jpg,79,1,1,1,63.01,0,0,M,W,506,155,480,600,RGB,Frontal
./data/aa,S080-01-t10_01.jpg,80,1,1,1,46.07,0,0,F,B,411,102,384,480,RGB,Left Angle
./data/aa,S081-01-t10_01.jpg,81,1,1,1,45.25,0,0,M,W,0,160,768,960,RGB,Right Angle
./data/aa,S082-01-t10_01.jpg,82,1,1,1,19.75,0,0,M,B,509,135,480,600,RGB,Frontal
./data/aa,S083-01-t10_01.jpg,83,1,1,1,54.86,0,0,M,B,506,140,480,600,RGB,Right Angle
./data/aa,S084-01-t10_01.jpg,84,1,1,1,29.96,0,0,M,W,600,170,480,600,RGB,Frontal
./data/aa,S085-01-t10_01.jpg,85,1,1,1,62.89,0,0,M,W,0,180,768,960,RGB,Right Angle
./data/aa,S085-01-t10_02.jpg,85,1,2,2,62.89,0,0,M,W,0,180,768,960,RGB,Left Profile
./data/aa,S085-01-t10_03.jpg,85,1,3,3,62.89,0,0,M,W,0,180,768,960,RGB,Frontal
./data/aa,S086-01-t10_01.jpg,86,1,1,1,36.78,0,0,M,W,0,135,240,240,RGB,Frontal
./data/aa,S087-01-t10_01.jpg,87,1,1,1,36.41,0,0,M,B,509,165,480,600,RGB,Left Angle
./data/aa,S088-01-t10_01.jpg,88,1,1,1,40.23,1,0,M,W,507,140,384,480,RGB,Left Angle
./data/aa,S088-02-t10_01.jpg,88,2,1,2,45.15,0,0,M,W,507,150,480,600,RGB,Frontal
./data/aa,S089-01-t10_01.jpg,89,1,1,1,16.85,0,0,M,B,506,110,480,600,RGB,Frontal
./data/aa,S090-01-t10_01.jpg,90,1,1,1,35.2,0,0,M,U,509,175,480,600,RGB,Frontal
./data/aa,S091-01-t10_01.jpg,91,1,1,1,22.06,0,0,M,W,0,218,240,240,RGB,Left Angle
./data/aa,S092-01-t10_01.jpg,92,1,1,1,36.28,0,0,M,W,509,190,480,600,RGB,Left Angle
./data/aa,S093-01-t10_01.jpg,93,1,1,1,26.66,0,0,M,I,0,290,768,960,RGB,Frontal
./data/aa,S093-02-t10_01.jpg,93,2,1,2,28.51,0,0,M,I,0,290,768,960,RGB,Frontal
./data/aa,S094-01-t10_01.jpg,94,1,1,1,30.2,1,0,M,B,506,215,384,480,RGB,Frontal
./data/aa,S095-01-t10_01.jpg,95,1,1,1,34.63,0,0,F,B,507,130,480,600,RGB,Frontal
./data/aa,S095-02-t10_01.jpg,95,2,1,2,34.75,0,0,F,B,507,130,480,600,RGB,Left Angle
./data/aa,S096-01-t10_01.jpg,96,1,1,1,17.35,1,0,M,B,602,210,384,480,RGB,Frontal
./data/aa,S096-02-t10_01.jpg,96,2,1,2,20.49,1,0,M,B,602,220,480,600,RGB,Frontal
./data/aa,S097-01-t10_01.jpg,97,1,1,1,19.92,0,0,M,W,508,140,480,600,RGB,Frontal
./data/aa,S098-01-t10_01.jpg,98,1,1,1,18.88,0,0,M,B,506,150,480,600,RGB,Frontal
./data/aa,S098-02-t10_01.jpg,98,2,1,2,19.37,0,0,M,B,508,150,480,600,RGB,Right Angle
./data/aa,S099-01-t10_01.jpg,99,1,1,1,30.62,0,0,M,B,508,160,480,600,RGB,Frontal
./data/aa,S099-02-t10_01.jpg,99,2,1,2,31.67,0,0,M,B,508,156,480,600,RGB,Frontal
./data/aa,S099-03-t10_01.jpg,99,3,1,3,31.72,0,0,M,B,508,160,480,600,RGB,Frontal
./data/aa,S100-01-t10_01.jpg,100,1,1,1,49.39,1,0,M,W,509,170,480,600,RGB,Frontal
./data/aa,S101-01-t10_01.jpg,101,1,1,1,28.28,1,0,M,W,507,170,384,480,RGB,Frontal
./data/aa,S101-02-t10_01.jpg,101,2,1,2,28.93,1,0,M,W,507,190,384,480,RGB,Frontal
./data/aa,S102-01-t10_01.jpg,102,1,1,1,26,0,0,M,B,0,250,768,960,RGB,Frontal
./data/aa,S102-02-t10_01.jpg,102,2,1,2,26.03,0,0,M,B,0,190,768,960,RGB,Frontal
./data/ab,S103-01-t10_01.jpg,103,1,1,1,41.56,1,0,M,B,603,250,384,480,RGB,Frontal
./data/ab,S104-01-t10_01.jpg,104,1,1,1,66.54,0,0,M,B,601,203,480,600,RGB,Left Angle
./data/ab,S105-01-t10_01.jpg,105,1,1,1,62.57,0,0,M,W,508,145,480,600,RGB,Frontal
./data/ab,S106-01-t10_01.jpg,106,1,1,1,47.16,0,0,M,W,600,170,480,600,RGB,Right Angle
./data/ab,S107-01-t10_01.jpg,107,1,1,1,17.98,0,0,M,B,601,153,480,600,RGB,Frontal
./data/ab,S108-01-t10_01.jpg,108,1,1,1,17.69,0,0,M,B,511,160,480,600,RGB,Right Angle
./data/ab,S108-02-t10_01.jpg,108,2,1,2,17.96,0,0,M,B,511,160,480,600,RGB,Frontal
./data/ab,S108-03-t10_01.jpg,108,3,1,3,19.16,0,0,M,B,511,160,480,600,RGB,Frontal
./data/ab,S108-04-t10_01.jpg,108,4,1,4,19.43,0,0,M,B,511,170,480,600,RGB,Frontal
./data/ab,S109-01-t10_01.jpg,109,1,1,1,59.75,1,0,M,W,511,140,384,480,RGB,Frontal
./data/ab,S110-01-t10_01.jpg,110,1,1,1,42.69,0,0,M,B,602,270,480,600,RGB,Frontal
./data/ab,S111-01-t10_01.jpg,111,1,1,1,23.9,1,0,M,W,508,180,384,480,RGB,Left Angle
./data/ab,S111-02-t10_01.jpg,111,2,1,2,25.95,0,0,M,W,511,140,480,600,RGB,Left Angle
./data/ab,S111-03-t10_01.jpg,111,3,1,3,26.53,0,0,M,W,511,170,480,600,RGB,Frontal
./data/ab,S111-04-t10_01.jpg,111,4,1,4,27.13,0,0,M,W,511,165,480,600,RGB,Frontal
./data/ab,S111-05-t10_01.jpg,111,5,1,5,27.88,0,0,M,W,0,157,240,240,RGB,Frontal
./data/ab,S112-01-t10_01.jpg,112,1,1,1,19.42,1,0,M,B,509,185,384,480,RGB,Left Angle
./data/ab,S112-02-t10_01.jpg,112,2,1,2,20.37,1,0,M,B,509,200,384,480,RGB,Frontal
./data/ab,S113-01-t10_01.jpg,113,1,1,1,50.69,0,0,M,W,507,200,480,600,RGB,Frontal
./data/ab,S114-01-t10_01.jpg,114,1,1,1,18.24,0,0,M,W,511,160,480,600,RGB,Frontal
./data/ab,S115-01-t10_01.jpg,115,1,1,1,31.48,0,0,M,W,508,150,480,600,RGB,Frontal
./data/ab,S116-01-t10_01.jpg,116,1,1,1,33.67,0,0,M,W,0,130,240,240,RGB,Frontal
./data/ab,S117-01-t10_01.jpg,117,1,1,1,23.71,1,0,M,W,508,172,384,480,RGB,Frontal
./data/ab,S117-02-t10_01.jpg,117,2,1,2,27.27,0,0,M,W,507,150,384,480,RGB,Left Angle
./data/ab,S118-01-t10_01.jpg,118,1,1,1,31.11,0,0,M,W,0,150,240,240,RGB,Frontal
./data/ab,S118-02-t10_01.jpg,118,2,1,2,31.94,0,0,M,W,0,120,240,240,RGB,Frontal
./data/ab,S118-03-t10_01.jpg,118,3,1,3,32.2,0,0,M,W,0,140,240,240,RGB,Frontal
./data/ab,S119-01-t10_01.jpg,119,1,1,1,56.35,0,0,M,W,505,150,480,600,RGB,Frontal
./data/ab,S120-01-t10_01.jpg,120,1,1,1,40.72,0,0,M,B,0,195,768,960,RGB,Frontal
./data/ab,S120-01-t10_02.jpg,120,1,2,2,40.72,0,0,M,B,0,195,768,960,RGB,Right Profile
./data/ab,S121-01-t10_01.jpg,121,1,1,1,20.19,0,0,M,B,511,150,480,600,RGB,Frontal
./data/ab,S122-01-t10_01.jpg,122,1,1,1,26.83,0,0,M,B,0,160,1280,960,RGB,Frontal
./data/ab,S123-01-t10_01.jpg,123,1,1,1,40.73,0,0,M,W,509,180,480,600,RGB,Frontal
./data/ab,S124-01-t10_01.jpg,124,1,1,1,21.22,0,0,M,B,511,155,480,600,RGB,Right Angle
./data/ab,S124-02-t10_01.jpg,124,2,1,2,21.23,0,0,M,B,511,155,480,600,RGB,Frontal
./data/ab,S125-01-t10_01.jpg,125,1,1,1,27.41,0,0,M,W,0,170,640,480,RGB,Frontal
./data/ab,S126-01-t10_01.jpg,126,1,1,1,18.42,1,0,M,W,507,140,384,480,RGB,Frontal
./data/ab,S127-01-t10_01.jpg,127,1,1,1,18.98,0,0,M,B,0,140,1280,960,RGB,Frontal
./data/ab,S128-01-t10_01.jpg,128,1,1,1,18.38,0,0,F,W,0,168,240,240,RGB,Right Angle
./data/ab,S129-01-t10_01.jpg,129,1,1,1,28.18,0,0,M,W,0,156,240,240,RGB,Right Angle
./data/ab,S130-01-t10_01.jpg,130,1,1,1,40.62,0,0,M,W,504,170,384,480,RGB,Left Angle
